0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,6.2099,6.5216,7.4228,7.9555,8.0052,8.1508,8.6189,8.2922,8.6029,8.3866,8.3925,8.5275,8.937,9.1388,9.4158,9.4434,9.3298,9.6165,9.6951,9.0845
0,5.4836,6.3569,7.3671,6.8173,8.1231,7.6167,7.7117,7.3248,7.4674,7.4573,7.5251,7.7637,8.1235,8.227,8.53,8.4914,8.4212,8.7732,9.0132,8.6054
0,5.2068,5.6877,6.4564,6.3729,7.1512,7.1633,7.2187,7.1297,7.2434,7.2253,7.2933,7.4248,7.6043,7.7704,8.2712,8.4179,8.1143,8.3899,8.7382,8.3071
0,4.6511,5.1304,5.671,5.6295,6.2958,6.2582,6.328,6.1668,6.373,6.4836,6.6306,6.9911,7.2619,7.4408,7.7281,7.8013,7.9675,8.1505,8.1809,7.835
0,5.1119,5.5169,5.8992,5.9507,6.3385,6.7993,6.8559,6.8036,6.9432,7.142,7.2679,7.5524,7.9391,8.1814,8.3702,8.2562,8.0575,8.3288,8.528,8.1244
0,5.4439,5.9143,6.5369,6.5104,7.3949,7.4733,7.6016,7.5676,7.6026,7.6225,7.6868,7.9273,8.2215,8.5052,8.7648,8.6047,8.4154,8.7318,8.8098,8.2687
0,5.5397,5.9631,6.3896,6.665,7.3648,7.088,7.2827,7.1714,7.2499,7.2954,7.356,7.5783,7.8346,7.967,8.2259,8.3352,8.3706,8.7344,8.9627,8.4088
0,4.9557,5.4796,5.7639,5.5463,6.0176,6.0284,6.3689,6.6506,6.9795,7.1435,7.2422,7.4588,7.7225,7.8204,7.8992,7.6225,7.4823,7.707,8.154,8.081
0,5.2057,5.6771,6.2636,6.2533,6.9584,7.0738,7.2742,7.3395,7.3705,7.3727,7.41,7.6021,7.842,8.1309,8.5568,8.3785,8.1396,8.4202,8.6959,8.395
0,4.3452,4.8329,4.9217,4.8545,5.3065,5.3147,5.7071,5.8801,6.0997,6.2923,6.3492,6.5815,6.8677,7.1876,7.3447,7.3236,7.4974,7.7111,7.889,7.6187
0,4.5129,5.1281,5.6554,5.614,6.4263,6.2541,6.6557,6.9136,7.0937,7.1663,7.2458,7.6338,7.8436,7.7965,7.9057,7.7186,7.6448,7.9948,8.2768,8.0134
0,4.8277,5.2887,5.6506,5.9098,6.4514,6.7068,6.7956,6.9091,6.9182,6.8946,6.9514,7.265,7.6162,8.0577,8.3181,8.2419,8.3871,8.854,8.786,8.1303
0,5.0475,5.4512,6.0612,6.0705,6.6956,7.0177,6.8462,6.8361,6.8789,6.9574,7.0699,7.3101,7.617,7.8788,8.0856,8.0035,8.0003,8.3814,8.5043,8.1032
0,6.345,7.1052,8.3396,7.6152,8.3111,8.0918,7.9194,7.9288,7.8647,7.76,7.7111,7.7469,8.0062,8.1215,8.0899,7.883,7.7975,7.9843,7.9743,7.8246
0,5.7729,6.5417,7.4833,7.2003,8.1005,7.8773,8.026,7.7817,7.6335,7.5699,7.5249,7.5366,7.7169,7.8843,7.9197,7.8938,7.8192,7.9625,7.888,7.7347
0,4.2326,5.3101,5.9513,5.6874,6.028,5.9662,6.0746,6.3504,6.3595,6.5874,6.6627,6.7524,6.9197,6.8188,6.6968,6.6909,6.7705,7.013,6.9863,6.9613
0,3.6089,4.4625,5.4019,5.5032,6.0536,6.1112,6.1032,5.9787,5.9742,6.0022,5.9979,6.0808,6.4002,6.6161,6.79,6.9237,7.0187,7.1897,7.2326,7.0483
0,5.1697,5.9574,6.862,6.7055,7.602,7.4564,7.6432,7.6314,7.5709,7.3914,7.3053,7.4144,7.622,7.7315,7.745,7.6844,7.6517,7.617,7.609,7.5875
0,5.5929,6.484,7.1149,7.1171,7.8207,7.4821,7.5115,7.3491,7.3032,7.3395,7.2554,7.2588,7.5226,7.7569,7.947,8.0107,8.0243,8.0541,7.9884,7.7301
0,3.796,4.5868,5.6777,5.1147,5.6675,5.7085,5.506,5.7306,5.9723,6.1652,6.1415,6.186,6.382,6.4525,6.4348,6.476,6.521,6.7141,6.8547,6.8637
0,4.47,5.2108,6.2395,6.0671,6.4591,6.6877,6.5522,6.7151,6.8344,6.8239,6.6866,6.7039,6.9889,7.2651,7.4584,7.2646,7.1963,7.4375,7.4962,7.3752
0,6.0741,7.0074,7.9111,7.7866,8.5834,8.2608,8.1888,7.9077,7.8162,7.6219,7.5619,7.5851,7.6698,7.8801,7.9663,7.9397,7.9934,8.0631,7.9973,7.8775
0,5.1032,6.0052,6.8855,6.7594,7.5842,7.3671,7.563,7.4961,7.5622,7.473,7.481,7.4363,7.4217,7.5128,7.5269,7.416,7.3888,7.5103,7.422,7.3826
0,6.4948,7.4582,8.4126,8.1253,8.9794,8.5781,8.2256,8.0046,7.7958,7.6389,7.5878,7.549,7.7738,8.0487,8.409,8.4894,8.3298,8.4193,8.2912,8.1365
0,5.645,6.6084,7.4018,7.3339,7.8858,7.8121,7.8726,7.7321,7.6589,7.7071,7.6386,7.587,7.81,8.0071,8.1747,8.0085,7.91,7.8671,7.8143,7.7142
0,5.2496,6.0815,6.8633,6.9819,7.4799,7.7111,7.8205,7.9085,7.8844,7.7904,7.6507,7.8138,8.0187,8.0217,7.9289,7.9718,8.0629,8.2546,8.1951,7.9919
0,4.5922,5.1488,6.1425,6.1134,6.3627,6.7995,7.1355,7.3715,7.5136,7.5578,7.7536,8.0539,8.014,7.8012,7.7834,7.9252,8.246,8.5111,8.5354,8.5802
0,3.3242,4.0009,4.8215,4.9529,5.2153,5.5135,5.7909,5.9327,6.0439,6.099,6.1865,6.4947,6.9445,6.9189,6.7987,6.9776,7.0834,7.3823,7.5428,7.5894
0,3.9909,4.8054,5.6861,5.6779,6.2762,6.776,6.8555,6.7037,6.557,6.5431,6.6285,7.1101,7.5828,7.4152,7.1708,7.2969,7.6443,8.0547,8.0637,8.1733
0,5.3541,5.8978,6.9735,7.1928,7.8055,8.2033,8.1692,8.1055,7.9756,8.0056,8.106,8.4315,8.6007,8.5339,8.4993,8.5815,8.8958,9.1235,9.2465,9.0814
0,3.8826,4.5489,5.6483,5.8096,6.2712,6.6395,6.5623,6.5246,6.4914,6.478,6.5266,6.9035,7.3523,7.4656,7.5489,7.6141,7.7042,7.8216,8.0299,8.0611
0,4.7242,5.4391,6.4586,6.3408,6.6133,6.8503,6.9866,7.1145,7.1742,7.319,7.4816,7.5307,7.5678,7.5048,7.5963,7.844,8.0985,8.3643,8.3929,8.4113
0,3.8945,4.6728,5.6173,5.8146,6.1835,6.5273,6.54,6.5452,6.5541,6.5646,6.6055,6.7782,7.0899,7.3266,7.605,7.6916,7.6963,7.8823,8.0291,8.1169
0,5.1239,5.8688,6.942,6.9941,7.2855,7.6347,7.556,7.4674,7.4482,7.331,7.4515,7.8158,8.2214,8.4771,8.5109,8.4774,8.5755,8.779,8.8019,8.7146
0,1.5764,2.2894,3.0623,3.3281,3.4832,3.7756,4.1148,4.3209,4.4931,4.7485,4.8434,5.0176,5.378,5.6012,5.8393,6.0273,6.0757,6.313,6.5242,6.6849
0,3.8732,4.5972,5.5894,5.589,5.944,6.3938,6.5624,6.6192,6.6161,6.6787,6.8109,7.063,7.1722,7.0309,6.871,6.9796,7.1946,7.49,7.6116,7.7591
0,4.0445,4.7611,5.6357,5.8262,6.0468,6.4199,6.4562,6.4459,6.4471,6.5296,6.6041,6.9177,7.4338,7.5057,7.4601,7.6418,7.7997,7.9665,8.0499,8.118
0,5.0599,5.7525,6.8355,6.8577,6.9508,7.2515,7.21,7.1486,7.0954,7.1393,7.2127,7.492,7.8785,7.8336,7.6301,7.7868,8.1518,8.4285,8.4682,8.5157
0,5.2666,5.7173,6.6722,7.0117,7.5385,7.6119,7.7092,7.8584,7.9477,7.8887,8.0013,8.23,8.2909,8.4763,8.3657,8.413,8.5834,8.5747,8.5723,8.3076
0,4.9522,5.5041,6.2281,6.5256,7.4398,7.2806,7.5256,7.2018,7.0894,7.1402,7.1495,7.19,7.4904,7.9224,8.3037,8.6006,8.7439,8.7485,8.6156,7.7966
0,4.9941,5.4767,6.0891,6.597,7.2639,7.1533,7.4943,7.785,7.7389,7.7879,7.6603,7.7235,8.0971,8.4939,8.7157,8.6925,8.7496,8.6739,8.4816,7.699
0,4.9648,5.4946,6.2195,6.6758,7.573,7.2334,7.4626,7.2821,7.2175,7.2779,7.3229,7.3263,7.4866,7.7522,7.9072,8.0885,8.4974,8.8058,8.3702,7.645
0,4.7435,5.3734,5.9802,6.5158,7.2282,7.0429,7.238,7.4872,7.241,7.3086,7.3771,7.2027,7.3325,7.6432,7.853,8.1503,8.4826,8.5551,8.1883,7.5423
0,5.0047,5.651,6.1519,6.9248,7.3605,7.4224,7.6575,7.6995,7.3426,7.4518,7.5362,7.4472,7.7407,7.9959,8.1613,8.3543,8.6766,8.7278,8.2801,7.6263
0,4.871,5.3654,5.8442,6.4659,7.0122,7.0587,7.247,7.3029,7.0869,7.1941,7.2738,7.2187,7.4844,7.9251,8.4089,8.8136,8.881,8.76,8.4368,7.6496
0,5.0783,5.7323,6.1444,6.9872,7.3005,7.2367,7.5237,7.8074,7.4446,7.5571,7.4632,7.4126,7.751,8.164,8.5565,9.0284,9.2657,9.1446,8.9086,7.8852
0,4.6045,5.1808,5.5983,6.435,6.7281,6.8323,6.9933,7.1084,6.933,7.2109,7.3367,7.4499,7.5574,7.7904,8.0167,8.2064,8.4652,8.3785,8.1692,7.4873
0,5.3097,5.8149,6.7773,7.2662,7.5491,7.6881,7.8786,7.8263,7.7604,7.9885,7.9695,7.9445,7.967,8.0991,8.2638,8.1422,8.062,8.1832,8.3857,8.0339
0,4.8756,5.287,6.2659,6.77,7.1916,7.3943,7.4598,7.3187,7.3552,7.6383,7.7399,7.8271,7.9779,8.1562,8.2909,8.3099,8.1686,8.2286,8.4309,8.1074
0,4.5966,5.0102,5.9495,6.5259,7.1167,7.2708,7.2207,7.0587,7.1647,7.4096,7.6522,7.7412,7.6856,7.8026,7.9034,7.8479,7.8582,8.0329,8.1817,7.9763
0,5.7593,6.151,7.0691,7.5291,7.9536,7.9931,7.854,7.7625,7.8062,7.874,7.9628,8.2321,8.5358,8.7835,8.8393,8.7084,8.7923,9.0155,9.3397,9.0721
0,4.6695,5.063,6.1882,6.6826,7.1204,7.0807,6.8999,6.7523,6.8891,7.1358,7.2339,7.3252,7.5058,7.751,8.0191,7.9419,7.9757,8.1471,8.3156,8.1769
0,5.822,6.2825,7.0981,7.5678,7.9879,8.1572,8.2127,8.0428,7.9745,8.154,8.1814,8.3638,8.6272,8.8577,8.9734,9.0452,8.9923,8.9686,9.302,9.0012
0,4.9375,5.3354,6.3428,6.9315,7.3328,7.3861,7.3142,7.1766,7.242,7.4616,7.5694,7.7357,7.9152,8.0867,8.3223,8.1365,8.0316,8.1511,8.4371,8.1906
0,5.4446,5.7805,6.6391,7.2169,7.762,7.8364,7.7794,7.7974,7.9083,7.9364,7.8976,7.9264,8.1391,8.388,8.5294,8.5275,8.483,8.5278,8.8547,8.5681
0,4.7186,5.0399,5.9351,6.4766,7.1032,7.3603,7.3976,7.3794,7.58,7.8212,7.941,7.9257,7.7616,7.7986,7.9997,7.9174,7.8008,7.9866,8.1712,7.9409
0,4.81,5.1508,6.071,6.7188,7.2515,7.3436,7.2785,7.2453,7.4273,7.5553,7.5779,7.7174,7.762,7.8923,7.9396,7.889,7.8471,7.9374,8.2717,8.0492
0,4.7891,5.1253,5.999,6.5772,7.1722,7.3925,7.48,7.3196,7.4015,7.6186,7.8109,7.7432,7.6869,7.801,7.9643,7.9293,7.8479,8.0567,8.2072,7.9525
0,4.7728,4.9681,5.7537,6.291,6.9269,7.269,7.7417,7.8417,7.6845,7.7295,7.7947,7.7437,7.5874,7.6866,7.8792,7.6368,7.6116,7.9507,8.1216,7.8821
0,5.4336,5.8287,6.7344,7.2641,7.9043,8.0701,8.0639,8.0142,8.0913,8.204,8.2687,8.338,8.5263,8.5497,8.5578,8.5509,8.4239,8.5967,8.8306,8.5872
0,5.1223,6.1486,6.6129,7.1227,6.9426,7.201,7.5286,7.6349,7.6883,7.675,7.6491,7.7247,7.8011,7.9946,7.9772,7.8988,7.9969,8.3526,8.3309,7.7413
0,4.9705,5.7212,6.2603,6.8944,6.7449,6.8613,7.0008,7.1102,7.1484,7.0858,7.1516,7.3694,7.7048,7.9284,7.995,8.0956,8.3621,8.429,8.3929,7.8699
0,4.4616,5.3166,5.788,6.3791,6.1301,6.304,6.6734,6.871,6.7678,6.8085,6.8139,6.8847,7.2247,7.615,7.6831,7.7309,7.6172,7.7696,7.8162,7.3571
0,4.302,5.0974,5.6349,6.2036,5.9537,6.1275,6.5789,6.7328,6.6615,6.7994,6.8115,6.8538,7.1325,7.3141,7.3181,7.3484,7.4155,7.6531,7.8712,7.3267
0,4.7392,5.5012,6.1659,6.873,6.4275,6.4998,6.7713,7.0433,7.0443,7.1237,7.0926,7.2162,7.3624,7.4401,7.2871,7.4278,7.5138,7.7188,7.8109,7.3931
0,4.8204,5.655,6.3687,6.2013,6.4783,6.5122,6.896,6.7611,6.7917,6.9812,6.9105,7.0045,7.2002,7.3666,7.3188,7.5234,7.9986,8.322,8.1786,7.5811
0,4.9797,5.7519,6.3224,7.119,6.7189,6.775,6.7296,6.9192,6.8594,7.0055,7.0755,7.2079,7.5728,7.7283,7.7233,7.6931,7.7657,8.2068,8.2565,7.6223
0,3.8141,4.3075,5.0516,5.205,5.3749,5.4803,5.783,5.8356,5.8677,6.02,6.1533,6.1811,6.5208,6.8896,7.1468,7.1985,7.3795,7.6841,7.81,7.4019
0,3.853,4.7559,5.119,5.8803,5.472,5.32,5.6805,5.8613,5.9124,5.8049,5.872,6.0461,6.4605,6.7195,6.8862,7.108,7.1712,7.202,7.398,7.1543
0,4.0294,4.9677,5.5892,5.8015,5.9489,5.9349,6.0539,6.0924,6.1362,6.0939,6.1096,6.2107,6.4646,6.9322,7.1943,7.1402,7.3166,7.6808,7.5535,7.1283
0,4.2379,5.126,5.6413,6.0698,6.029,6.1943,6.5048,6.8476,6.8014,6.9223,7.0043,7.1675,7.2671,7.3991,7.3814,7.4066,7.4826,7.8413,7.891,7.3331
0,4.1732,4.9558,5.4126,6.0369,5.8206,5.9679,6.1903,6.3284,6.2881,6.3993,6.4586,6.5335,6.8385,7.1682,7.3537,7.572,7.6577,7.9253,7.868,7.3376
0,4.234,4.9799,5.7125,5.8989,5.7966,5.8325,6.2226,6.1223,6.1307,6.102,6.211,6.359,6.506,6.6017,6.7812,7.013,7.4262,7.7139,7.7666,7.4931
0,5.406,5.8267,6.7062,6.5291,6.9169,6.9417,7.0656,7.1997,7.158,7.3011,7.4023,7.6268,8.0497,8.2432,8.2673,8.3261,8.5964,8.8186,8.9863,8.7912
0,6.1206,6.7991,7.6366,7.4707,8.4559,8.3402,8.5659,8.357,8.2646,8.1777,8.366,8.6228,8.7802,8.9426,8.9759,8.9721,9.2614,9.2,8.8047,8.6483
0,5.7689,6.7344,7.2651,7.6652,7.9084,7.9592,7.8745,7.7675,7.637,7.6929,7.7522,7.8483,8.0565,8.2606,8.355,8.4589,8.6284,8.7159,8.4951,8.3108
0,5.384,6.0769,6.7048,6.8143,7.151,7.2448,7.2677,7.2394,7.4178,7.5747,7.4946,7.5975,7.7272,7.9555,8.1496,8.3672,8.6943,8.6972,8.5328,8.4078
0,5.7006,6.6548,7.1635,7.5376,7.793,8.0461,8.1344,8.0729,7.9771,7.9532,7.9793,8.0739,8.2474,8.3163,8.3343,8.4832,8.6997,8.558,8.308,8.1774
0,5.4043,6.1228,6.6299,6.998,7.2551,7.3453,7.3021,7.1788,7.0972,7.2645,7.4097,7.5959,8.0425,8.4141,8.455,8.4715,8.7281,8.9246,8.8878,8.5728
0,5.4492,5.9807,6.5735,6.831,7.293,7.5488,7.5048,7.4178,7.4527,7.541,7.6811,7.9359,8.0391,8.1986,8.3871,8.5652,8.7444,8.7059,8.6457,8.5578
0,5.6286,6.482,6.9892,7.5657,7.7107,8.0882,7.9688,7.9586,7.8393,7.8812,7.9492,8.1282,8.4462,8.5871,8.7253,8.9094,9.2668,9.2349,8.893,8.6559
0,5.8724,6.7244,7.3027,7.628,7.9503,8.0628,8.1533,8.0537,8.0003,8.0341,8.0626,8.2416,8.356,8.5168,8.6487,8.8801,9.2415,9.1996,8.821,8.6096
0,5.9057,6.5884,7.0263,7.8702,7.9351,8.1941,8.2793,8.3288,8.3043,8.3239,8.3169,8.4338,8.6045,8.6611,8.5776,8.7063,9.0601,9.1158,8.7906,8.5983
0,5.3238,6.1251,6.5365,6.9614,7.161,7.509,7.7033,7.8032,7.7988,7.8597,7.893,8.0559,8.3619,8.4868,8.4381,8.6474,9.0291,8.7826,8.5282,8.4398
0,5.4192,6.0381,6.553,7.0807,7.197,7.5358,7.4655,7.404,7.5506,7.8286,7.8928,7.8362,8.0216,8.2969,8.412,8.5741,9.0037,9.2117,9.0524,8.9014
0,6.0331,6.7937,7.4603,7.8877,7.9942,8.3273,8.0683,8.06,7.979,8.1677,8.3224,8.3229,8.3751,8.4868,8.5983,8.8955,9.3212,9.4283,9.3242,9.0593
